2019/11/25 18:46:11.57 work_queue_worker[1] debug: /home/cctools_BRUNO_bin/bin/work_queue_worker version 8.0.0 DEVELOPMENT (released 2019-11-06 16:35:57 +0000)
2019/11/25 18:46:11.57 work_queue_worker[1] debug: Built by root@2546322b0463 on 2019-11-06 16:35:57 +0000
2019/11/25 18:46:11.57 work_queue_worker[1] debug: System: Linux 2546322b0463 5.0.0-32-generic #34~18.04.2-Ubuntu SMP Thu Oct 10 10:36:02 UTC 2019 x86_64 x86_64 x86_64 GNU/Linux
2019/11/25 18:46:11.57 work_queue_worker[1] debug: Configuration: --prefix /home/cctools_BRUNO_bin
2019/11/25 18:46:11.57 work_queue_worker[1] wq: WORK_QUEUE_SANDBOX set to /tmp/worker-0-1.
2019/11/25 18:46:11.57 work_queue_worker[1] debug: error reading disk usage on directory: ./cache.
2019/11/25 18:46:11.57 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:11.57 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:46:13.57 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:13.57 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:46:15.57 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:15.58 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:46:17.59 work_queue_worker[1] debug: error reading disk usage on directory: ./cache.
2019/11/25 18:46:17.60 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:17.60 work_queue_worker[1] dns: couldn't look up master: Name or service not known
2019/11/25 18:46:19.60 work_queue_worker[1] dns: looking up name master
2019/11/25 18:46:19.60 work_queue_worker[1] dns: master is 10.0.171.8
2019/11/25 18:46:19.60 work_queue_worker[1] tcp: connecting to 10.0.171.8 port 1026
2019/11/25 18:48:18.80 work_queue_worker[1] wq: rx from master: outfile file-0-a048c89d0f4437a593ae089363d808c8-create.err.32 create.err.32 1
2019/11/25 18:48:18.80 work_queue_worker[1] wq: rx from master: outfile file-0-3759b4869df53b6242203f7d8452b450-Corrected_ref.fasta.32 Corrected_ref.fasta.32 1
2019/11/25 18:48:18.80 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:18.81 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.80/corr.out
2019/11/25 18:48:18.81 work_queue_worker[1] wq: linking cache/file-0-2074b572c8323b0fa32c1f74d40e6f33-ref.fasta.32 to /tmp/worker-0-1/t.80/ref.fasta.32
2019/11/25 18:48:18.81 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.80/Create_Corrected_AllLRReads.py
2019/11/25 18:48:18.81 work_queue_worker[1] wq: started process 167: python Create_Corrected_AllLRReads.py ref.fasta.32 corr.out 2> create.err.32
2019/11/25 18:48:18.81 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:18.86 work_queue_worker[1] wq: task 80 (pid 167) exited normally with exit code 0
2019/11/25 18:48:18.86 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.80/create.err.32 to cache/file-0-a048c89d0f4437a593ae089363d808c8-create.err.32
2019/11/25 18:48:18.86 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.80/Corrected_ref.fasta.32 to cache/file-0-3759b4869df53b6242203f7d8452b450-Corrected_ref.fasta.32
2019/11/25 18:48:18.86 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:18.86 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:18.86 work_queue_worker[1] wq: tx to master: result 0 0 0 45890 80
2019/11/25 18:48:18.86 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:18.86 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:18.86 work_queue_worker[1] wq: rx from master: get file-0-a048c89d0f4437a593ae089363d808c8-create.err.32 1
2019/11/25 18:48:18.86 work_queue_worker[1] wq: tx to master: file file-0-a048c89d0f4437a593ae089363d808c8-create.err.32 0
2019/11/25 18:48:18.86 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:18.86 work_queue_worker[1] wq: rx from master: get file-0-3759b4869df53b6242203f7d8452b450-Corrected_ref.fasta.32 1
2019/11/25 18:48:18.86 work_queue_worker[1] wq: tx to master: file file-0-3759b4869df53b6242203f7d8452b450-Corrected_ref.fasta.32 1055000
2019/11/25 18:48:18.91 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: kill 80
2019/11/25 18:48:18.96 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.80
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: task 83
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.29 corr.out 2> create.err.29
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: infile file-0-fb3ec5b7bc74b099f9b85fafce1dcdf1-ref.fasta.29 ref.fasta.29 1
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: outfile file-0-de0405f7fa2731fe730715b07826fa8f-create.err.29 create.err.29 1
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: outfile file-0-ea0eb8fdd2cc687ef99ff993b180393f-Corrected_ref.fasta.29 Corrected_ref.fasta.29 1
2019/11/25 18:48:18.96 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:18.97 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.83/corr.out
2019/11/25 18:48:18.97 work_queue_worker[1] wq: linking cache/file-0-fb3ec5b7bc74b099f9b85fafce1dcdf1-ref.fasta.29 to /tmp/worker-0-1/t.83/ref.fasta.29
2019/11/25 18:48:18.97 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.83/Create_Corrected_AllLRReads.py
2019/11/25 18:48:18.97 work_queue_worker[1] wq: started process 171: python Create_Corrected_AllLRReads.py ref.fasta.29 corr.out 2> create.err.29
2019/11/25 18:48:18.97 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:19.01 work_queue_worker[1] wq: task 83 (pid 171) exited normally with exit code 0
2019/11/25 18:48:19.01 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.83/create.err.29 to cache/file-0-de0405f7fa2731fe730715b07826fa8f-create.err.29
2019/11/25 18:48:19.01 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.83/Corrected_ref.fasta.29 to cache/file-0-ea0eb8fdd2cc687ef99ff993b180393f-Corrected_ref.fasta.29
2019/11/25 18:48:19.03 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:19.03 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:19.03 work_queue_worker[1] wq: tx to master: result 0 0 0 39389 83
2019/11/25 18:48:19.03 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:19.03 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.03 work_queue_worker[1] wq: rx from master: get file-0-de0405f7fa2731fe730715b07826fa8f-create.err.29 1
2019/11/25 18:48:19.03 work_queue_worker[1] wq: tx to master: file file-0-de0405f7fa2731fe730715b07826fa8f-create.err.29 0
2019/11/25 18:48:19.03 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.03 work_queue_worker[1] wq: rx from master: get file-0-ea0eb8fdd2cc687ef99ff993b180393f-Corrected_ref.fasta.29 1
2019/11/25 18:48:19.03 work_queue_worker[1] wq: tx to master: file file-0-ea0eb8fdd2cc687ef99ff993b180393f-Corrected_ref.fasta.29 1055000
2019/11/25 18:48:19.08 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: kill 83
2019/11/25 18:48:19.13 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.83
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: task 86
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.26 corr.out 2> create.err.26
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: infile file-0-17ddf63c75cb0ddda4648bacc86a279d-ref.fasta.26 ref.fasta.26 1
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: outfile file-0-b938cfef471c7914470cc2538c4dd148-create.err.26 create.err.26 1
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: outfile file-0-5bc78da18023a80e9d5edb1c6eb97dea-Corrected_ref.fasta.26 Corrected_ref.fasta.26 1
2019/11/25 18:48:19.13 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:19.15 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.86/corr.out
2019/11/25 18:48:19.15 work_queue_worker[1] wq: linking cache/file-0-17ddf63c75cb0ddda4648bacc86a279d-ref.fasta.26 to /tmp/worker-0-1/t.86/ref.fasta.26
2019/11/25 18:48:19.15 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.86/Create_Corrected_AllLRReads.py
2019/11/25 18:48:19.15 work_queue_worker[1] wq: started process 175: python Create_Corrected_AllLRReads.py ref.fasta.26 corr.out 2> create.err.26
2019/11/25 18:48:19.15 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:19.19 work_queue_worker[1] wq: task 86 (pid 175) exited normally with exit code 0
2019/11/25 18:48:19.20 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.86/create.err.26 to cache/file-0-b938cfef471c7914470cc2538c4dd148-create.err.26
2019/11/25 18:48:19.20 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.86/Corrected_ref.fasta.26 to cache/file-0-5bc78da18023a80e9d5edb1c6eb97dea-Corrected_ref.fasta.26
2019/11/25 18:48:19.20 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:19.20 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:19.20 work_queue_worker[1] wq: tx to master: result 0 0 0 45975 86
2019/11/25 18:48:19.20 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:19.20 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.20 work_queue_worker[1] wq: rx from master: get file-0-b938cfef471c7914470cc2538c4dd148-create.err.26 1
2019/11/25 18:48:19.20 work_queue_worker[1] wq: tx to master: file file-0-b938cfef471c7914470cc2538c4dd148-create.err.26 0
2019/11/25 18:48:19.20 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.20 work_queue_worker[1] wq: rx from master: get file-0-5bc78da18023a80e9d5edb1c6eb97dea-Corrected_ref.fasta.26 1
2019/11/25 18:48:19.20 work_queue_worker[1] wq: tx to master: file file-0-5bc78da18023a80e9d5edb1c6eb97dea-Corrected_ref.fasta.26 1055000
2019/11/25 18:48:19.25 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: kill 86
2019/11/25 18:48:19.29 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.86
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: task 89
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.23 corr.out 2> create.err.23
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: infile file-0-6255fe77cdaff2878a49d0145ff6776f-ref.fasta.23 ref.fasta.23 1
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: outfile file-0-714fbaf6b0964757387751a3cfb08966-create.err.23 create.err.23 1
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: outfile file-0-01c1964d100a681714b1ac77f9afa9a8-Corrected_ref.fasta.23 Corrected_ref.fasta.23 1
2019/11/25 18:48:19.29 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:19.31 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.89/corr.out
2019/11/25 18:48:19.31 work_queue_worker[1] wq: linking cache/file-0-6255fe77cdaff2878a49d0145ff6776f-ref.fasta.23 to /tmp/worker-0-1/t.89/ref.fasta.23
2019/11/25 18:48:19.31 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.89/Create_Corrected_AllLRReads.py
2019/11/25 18:48:19.31 work_queue_worker[1] wq: started process 179: python Create_Corrected_AllLRReads.py ref.fasta.23 corr.out 2> create.err.23
2019/11/25 18:48:19.31 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:19.36 work_queue_worker[1] wq: task 89 (pid 179) exited normally with exit code 0
2019/11/25 18:48:19.36 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.89/create.err.23 to cache/file-0-714fbaf6b0964757387751a3cfb08966-create.err.23
2019/11/25 18:48:19.36 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.89/Corrected_ref.fasta.23 to cache/file-0-01c1964d100a681714b1ac77f9afa9a8-Corrected_ref.fasta.23
2019/11/25 18:48:19.36 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:19.36 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:19.36 work_queue_worker[1] wq: tx to master: result 0 0 0 46349 89
2019/11/25 18:48:19.36 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:19.36 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.36 work_queue_worker[1] wq: rx from master: get file-0-714fbaf6b0964757387751a3cfb08966-create.err.23 1
2019/11/25 18:48:19.36 work_queue_worker[1] wq: tx to master: file file-0-714fbaf6b0964757387751a3cfb08966-create.err.23 0
2019/11/25 18:48:19.36 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.36 work_queue_worker[1] wq: rx from master: get file-0-01c1964d100a681714b1ac77f9afa9a8-Corrected_ref.fasta.23 1
2019/11/25 18:48:19.36 work_queue_worker[1] wq: tx to master: file file-0-01c1964d100a681714b1ac77f9afa9a8-Corrected_ref.fasta.23 1055000
2019/11/25 18:48:19.41 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.45 work_queue_worker[1] wq: rx from master: kill 89
2019/11/25 18:48:19.45 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.89
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: task 92
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.20 corr.out 2> create.err.20
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: infile file-0-8c12b2e81dd684a2bea395d788356753-ref.fasta.20 ref.fasta.20 1
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: outfile file-0-552f257d8dc3bcf01b40f4631a4115bd-create.err.20 create.err.20 1
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: outfile file-0-acbeb6f0169946d34eed3b43d8c346c7-Corrected_ref.fasta.20 Corrected_ref.fasta.20 1
2019/11/25 18:48:19.46 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:19.47 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.92/corr.out
2019/11/25 18:48:19.47 work_queue_worker[1] wq: linking cache/file-0-8c12b2e81dd684a2bea395d788356753-ref.fasta.20 to /tmp/worker-0-1/t.92/ref.fasta.20
2019/11/25 18:48:19.47 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.92/Create_Corrected_AllLRReads.py
2019/11/25 18:48:19.47 work_queue_worker[1] wq: started process 183: python Create_Corrected_AllLRReads.py ref.fasta.20 corr.out 2> create.err.20
2019/11/25 18:48:19.47 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:19.51 work_queue_worker[1] wq: task 92 (pid 183) exited normally with exit code 0
2019/11/25 18:48:19.51 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.92/create.err.20 to cache/file-0-552f257d8dc3bcf01b40f4631a4115bd-create.err.20
2019/11/25 18:48:19.51 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.92/Corrected_ref.fasta.20 to cache/file-0-acbeb6f0169946d34eed3b43d8c346c7-Corrected_ref.fasta.20
2019/11/25 18:48:19.51 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:19.51 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:19.51 work_queue_worker[1] wq: tx to master: result 0 0 0 40016 92
2019/11/25 18:48:19.51 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:19.51 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.52 work_queue_worker[1] wq: rx from master: get file-0-552f257d8dc3bcf01b40f4631a4115bd-create.err.20 1
2019/11/25 18:48:19.52 work_queue_worker[1] wq: tx to master: file file-0-552f257d8dc3bcf01b40f4631a4115bd-create.err.20 0
2019/11/25 18:48:19.52 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.52 work_queue_worker[1] wq: rx from master: get file-0-acbeb6f0169946d34eed3b43d8c346c7-Corrected_ref.fasta.20 1
2019/11/25 18:48:19.52 work_queue_worker[1] wq: tx to master: file file-0-acbeb6f0169946d34eed3b43d8c346c7-Corrected_ref.fasta.20 1055000
2019/11/25 18:48:19.56 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.61 work_queue_worker[1] wq: rx from master: kill 92
2019/11/25 18:48:19.61 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.92
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: task 95
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.17 corr.out 2> create.err.17
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: gpus 0
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: end_time 18446744073709551615
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: wall_time 18446744073709551615
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: env 7
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: env 17
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: infile file-0-048045060f61089a83cce204e6b8f151-corr.out corr.out 1
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: infile file-0-be49a61a811f6f14a2896815f8aca4aa-ref.fasta.17 ref.fasta.17 1
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: infile file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py Create_Corrected_AllLRReads.py 1
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: outfile file-0-73c691b00f2c79424694792a3555a34a-create.err.17 create.err.17 1
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: outfile file-0-cee3a2c2b567ed6c8bf3cbd6fe89ca46-Corrected_ref.fasta.17 Corrected_ref.fasta.17 1
2019/11/25 18:48:19.62 work_queue_worker[1] wq: rx from master: end
2019/11/25 18:48:19.64 work_queue_worker[1] wq: linking cache/file-0-048045060f61089a83cce204e6b8f151-corr.out to /tmp/worker-0-1/t.95/corr.out
2019/11/25 18:48:19.64 work_queue_worker[1] wq: linking cache/file-0-be49a61a811f6f14a2896815f8aca4aa-ref.fasta.17 to /tmp/worker-0-1/t.95/ref.fasta.17
2019/11/25 18:48:19.64 work_queue_worker[1] wq: linking cache/file-0-ddd728dc31a49bcd4cacae5676b4e7f7-Create_Corrected_AllLRReads.py to /tmp/worker-0-1/t.95/Create_Corrected_AllLRReads.py
2019/11/25 18:48:19.64 work_queue_worker[1] wq: started process 187: python Create_Corrected_AllLRReads.py ref.fasta.17 corr.out 2> create.err.17
2019/11/25 18:48:19.64 work_queue_worker[1] wq: tx to master: info tasks_running 1
2019/11/25 18:48:19.68 work_queue_worker[1] wq: task 95 (pid 187) exited normally with exit code 0
2019/11/25 18:48:19.68 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.95/create.err.17 to cache/file-0-73c691b00f2c79424694792a3555a34a-create.err.17
2019/11/25 18:48:19.68 work_queue_worker[1] wq: moving output file from /tmp/worker-0-1/t.95/Corrected_ref.fasta.17 to cache/file-0-cee3a2c2b567ed6c8bf3cbd6fe89ca46-Corrected_ref.fasta.17
2019/11/25 18:48:19.68 work_queue_worker[1] wq: tx to master: available_results
2019/11/25 18:48:19.68 work_queue_worker[1] wq: rx from master: send_results -1
2019/11/25 18:48:19.68 work_queue_worker[1] wq: tx to master: result 0 0 0 40365 95
2019/11/25 18:48:19.68 work_queue_worker[1] wq: tx to master: info tasks_running 0
2019/11/25 18:48:19.68 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.68 work_queue_worker[1] wq: rx from master: get file-0-73c691b00f2c79424694792a3555a34a-create.err.17 1
2019/11/25 18:48:19.68 work_queue_worker[1] wq: tx to master: file file-0-73c691b00f2c79424694792a3555a34a-create.err.17 0
2019/11/25 18:48:19.68 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.68 work_queue_worker[1] wq: rx from master: get file-0-cee3a2c2b567ed6c8bf3cbd6fe89ca46-Corrected_ref.fasta.17 1
2019/11/25 18:48:19.68 work_queue_worker[1] wq: tx to master: file file-0-cee3a2c2b567ed6c8bf3cbd6fe89ca46-Corrected_ref.fasta.17 1055000
2019/11/25 18:48:19.73 work_queue_worker[1] wq: tx to master: end
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: kill 95
2019/11/25 18:48:19.77 work_queue_worker[1] wq: ---- DELETING: /tmp/worker-0-1/t.95
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: task 97
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: cmd 76
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: python Create_Corrected_AllLRReads.py ref.fasta.15 corr.out 2> create.err.15
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: category default
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: cores 4
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: memory 7749
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: disk 182594
2019/11/25 18:48:19.77 work_queue_worker[1] wq: rx from master: gpus 0
